Year,Week,Beat,District
2022,22,1612,16.0
2022,38,1412,14.0
2021,50,725,7.0
2023,4,1434,14.0
2021,51,921,9.0
2021,44,1032,10.0
2023,15,2534,25.0
2020,40,1712,17.0
2023,7,825,8.0
2020,5,1232,12.0
2020,35,1034,10.0
2023,42,1914,19.0
2020,51,2013,20.0
2020,20,223,2.0
2020,38,323,3.0
2022,31,735,7.0
2019,7,1232,12.0
2021,20,1632,16.0
2023,28,2222,22.0
2023,31,823,8.0
2020,7,1214,12.0
2022,48,2032,20.0
2019,42,1821,18.0
2023,7,312,3.0
2021,10,1235,12.0
2020,48,1411,14.0
2021,13,1821,18.0
2021,30,2512,25.0
2020,11,1923,19.0
2021,26,411,4.0
2023,23,433,4.0
2021,26,631,6.0
2022,51,1024,10.0
2022,16,2432,24.0
2019,23,1723,17.0
2020,31,726,7.0
2020,23,1932,19.0
2020,34,1831,18.0
2022,46,1833,18.0
2022,46,411,4.0
2022,35,1224,12.0
2019,22,321,3.0
2019,48,1511,15.0
2022,42,224,2.0
2020,3,1724,17.0
2019,16,1624,16.0
2023,45,1934,19.0
2023,31,133,1.0
2020,44,922,9.0
2021,15,1512,15.0
2022,2,624,6.0
2021,6,726,7.0
2022,19,314,3.0
2022,24,2512,25.0
2019,10,2022,20.0
2022,51,912,9.0
2022,34,1711,17.0
2022,8,131,1.0
2023,3,214,2.0
2022,9,2431,24.0
2023,10,1531,15.0
2020,38,2531,25.0
2020,25,2522,25.0
2023,15,631,6.0
2022,23,1114,11.0
2020,49,911,9.0
2022,45,1911,19.0
2019,1,1131,11.0
2022,51,1911,19.0
2019,6,1724,17.0
2021,38,1935,19.0
2019,44,323,3.0
2019,11,1511,15.0
2019,36,1932,19.0
2020,24,1733,17.0
2020,10,731,7.0
2023,7,1712,17.0
2022,40,712,7.0
2021,39,734,7.0
2020,15,2523,25.0
2023,8,1524,15.0
2021,51,1822,18.0
2019,41,2522,25.0
2021,49,1022,10.0
2023,29,1421,14.0
2021,21,1613,16.0
2020,51,1034,10.0
2020,45,321,3.0
2023,9,2033,20.0
2021,50,113,1.0
2023,41,114,1.0
2022,9,522,5.0
2019,49,924,9.0
2019,33,424,4.0
2021,30,1111,11.0
2019,23,1925,19.0
2020,8,824,8.0
2023,16,913,9.0
2023,26,111,1.0
2023,11,333,3.0
2023,13,1133,11.0
2023,5,1621,16.0
2019,40,732,7.0
2023,33,725,7.0
2021,30,1023,10.0
2020,45,2423,24.0
2022,11,334,3.0
2019,40,613,6.0
2022,9,331,3.0
2019,3,2213,22.0
2023,22,1724,17.0
2020,36,924,9.0
2020,45,1411,14.0
2023,5,1414,14.0
2019,19,613,6.0
2022,36,624,6.0
2020,25,724,7.0
2022,45,2221,22.0
2020,43,421,4.0
2022,25,1813,18.0
2022,44,1431,14.0
2020,34,413,4.0
2023,33,815,8.0
2022,36,1533,15.0
2020,38,735,7.0
2021,29,1834,18.0
2020,1,2013,20.0
2022,40,332,3.0
2021,2,1732,17.0
2019,48,725,7.0
2022,25,1812,18.0
2019,26,1034,10.0
2019,25,2022,20.0
2023,3,1121,11.0
2020,39,815,8.0
2023,2,1712,17.0
2023,14,2422,24.0
2019,30,732,7.0
2019,13,1225,12.0
2020,51,633,6.0
2021,46,1655,16.0
2019,5,212,2.0
2019,23,1523,15.0
2019,25,2413,24.0
2022,23,1125,11.0
2020,49,1812,18.0
2019,33,611,6.0
2020,31,1133,11.0
2020,52,1215,12.0
2023,18,1221,12.0
2021,41,231,2.0
2023,40,332,3.0
2023,41,1511,15.0
2019,42,2213,22.0
2021,2,825,8.0
2021,40,1431,14.0
2020,46,1424,14.0
2021,18,2531,25.0
2021,32,1431,14.0
2021,40,1723,17.0
2020,10,324,3.0
2019,40,911,9.0
2022,17,1723,17.0
2022,49,1124,11.0
2023,35,524,5.0
2019,25,1533,15.0
2022,43,432,4.0
2021,42,235,2.0
2022,8,1121,11.0
2021,49,835,8.0
2019,19,2024,20.0
2022,48,1434,14.0
2021,51,1651,16.0
2020,9,724,7.0
2022,12,1933,19.0
2023,13,212,2.0
2021,31,131,1.0
2020,26,324,3.0
2019,10,1023,10.0
2019,25,2515,25.0
2022,50,111,1.0
2020,52,724,7.0
2022,22,1811,18.0
2022,38,1224,12.0
2019,27,1823,18.0
2023,24,632,6.0
2023,27,231,2.0
2022,49,1022,10.0
2022,16,531,5.0
2022,51,124,1.0
2021,15,1024,10.0
2021,35,1921,19.0
2021,46,111,1.0
2021,6,1724,17.0
2023,11,825,8.0
2019,2,715,7.0
2019,4,1014,10.0
2019,16,1513,15.0
2022,52,1222,12.0
2021,22,1422,14.0
2019,19,1654,16.0
2019,22,2524,25.0
2023,10,1031,10.0
2021,29,2424,24.0
2020,12,1433,14.0
2019,1,2012,20.0
2021,19,1921,19.0
2019,40,1134,11.0
2023,12,121,1.0
2021,24,1911,19.0
2023,5,2234,22.0
2020,36,1034,10.0
2022,44,1912,19.0
2019,3,322,3.0
2022,38,1911,19.0
2022,49,732,7.0
2020,48,221,2.0
2021,39,914,9.0
2019,30,214,2.0
2020,47,734,7.0
2022,43,2232,22.0
2021,28,613,6.0
2019,10,723,7.0
2022,13,1913,19.0
2020,24,1423,14.0
2020,38,511,5.0
2020,29,932,9.0
2019,41,725,7.0
2023,40,2512,25.0
2023,3,923,9.0
2019,19,935,9.0
2019,23,823,8.0
2020,50,2524,25.0
2020,39,933,9.0
2022,5,1733,17.0
2022,41,2211,22.0
2021,26,914,9.0
2019,35,633,6.0
2021,8,2524,25.0
2019,24,633,6.0
2022,14,614,6.0
2023,34,1033,10.0
2022,15,1623,16.0
2019,31,1711,17.0
2019,26,1235,12.0
2020,32,123,1.0
2022,14,522,5.0
2021,17,1034,10.0
2019,50,725,7.0
2021,32,1233,12.0
2021,30,2234,22.0
2022,23,1932,19.0
2022,27,934,9.0
2020,29,2412,24.0
2020,2,2222,22.0
2023,27,1654,16.0
2022,24,925,9.0
2021,4,1934,19.0
2020,28,1421,14.0
2019,40,1133,11.0
2019,35,1013,10.0
2021,26,124,1.0
2023,28,512,5.0
2023,30,1513,15.0
2019,21,632,6.0
2020,53,422,4.0
2020,20,1032,10.0
2021,16,1223,12.0
2020,1,1021,10.0
2021,50,733,7.0
2021,20,1121,11.0
2020,29,213,2.0
2023,9,1422,14.0
2021,49,1024,10.0
2020,16,333,3.0
2019,16,1013,10.0
2020,31,524,5.0
2019,13,1832,18.0
2020,50,1123,11.0
2019,50,1123,11.0
2019,28,1115,11.0
2019,34,1912,19.0
2019,40,1632,16.0
2020,35,2033,20.0
2021,17,814,8.0
2021,8,1212,12.0
2020,36,1833,18.0
2022,13,1433,14.0
2019,4,122,1.0
2019,45,1924,19.0
2023,4,1914,19.0
2023,25,1934,19.0
2022,4,2222,22.0
2021,30,2023,20.0
2023,19,1811,18.0
2022,26,1831,18.0
2022,22,232,2.0
2020,36,1611,16.0
2019,6,313,3.0
2022,1,2524,25.0
2019,31,1631,16.0
2023,52,1733,17.0
2021,39,1511,15.0
2019,33,922,9.0
2020,43,1935,19.0
2021,26,2535,25.0
2022,44,1215,12.0
2021,45,915,9.0
2023,28,215,2.0
2023,42,1423,14.0
2019,16,123,1.0
2020,20,925,9.0
2020,5,2534,25.0
2021,22,1423,14.0
2021,3,913,9.0
2021,7,1211,12.0
2021,36,221,2.0
2019,33,112,1.0
2021,26,1231,12.0
2021,27,1233,12.0
2022,7,2222,22.0
2020,25,2023,20.0
2021,8,1513,15.0
2021,44,725,7.0
2021,48,1653,16.0
2022,6,1234,12.0
2019,51,614,6.0
2022,19,2213,22.0
2023,22,1212,12.0
2023,28,1434,14.0
2021,29,1823,18.0
2022,45,1531,15.0
2022,6,1014,10.0
2021,24,1812,18.0
2020,19,2521,25.0
2019,27,915,9.0
2019,38,2431,24.0
2023,45,1012,10.0
2019,20,1231,12.0
2019,32,2213,22.0
2021,32,1412,14.0
2020,28,1624,16.0
2021,4,421,31.0
2021,41,2012,20.0
2022,31,2513,25.0
2022,45,2521,25.0
2023,34,722,7.0
2022,48,1414,14.0
2019,33,1921,19.0
2020,12,2032,20.0
2022,44,1813,18.0
2023,20,424,4.0
2023,21,1021,10.0
2020,24,2223,22.0
2019,14,1621,16.0
2019,32,713,7.0
2019,25,2512,25.0
2019,37,2513,25.0
2022,27,214,2.0
2019,37,712,7.0
2020,18,225,2.0
2020,40,1733,17.0
2022,46,1223,12.0
2022,31,1234,12.0
2023,17,2523,25.0
2022,3,1611,16.0
2021,53,611,6.0
2019,38,1114,11.0
2023,10,2534,25.0
2023,9,2422,24.0
2022,37,1412,14.0
2022,1,1533,15.0
2021,7,2433,24.0
2020,24,322,3.0
2020,9,2222,22.0
2023,52,1731,17.0
2021,8,913,9.0
2021,9,614,6.0
2020,30,1134,11.0
2022,29,1614,16.0
2022,19,2534,25.0
2021,28,113,1.0
2019,29,2212,22.0
2020,22,621,6.0
2021,15,1523,15.0
2021,27,224,2.0
2023,1,2221,22.0
2022,21,1722,17.0
2020,38,1915,19.0
2021,32,621,6.0
2021,29,1423,14.0
2022,35,2432,24.0
2021,9,1724,17.0
2022,52,111,1.0
2021,29,2524,25.0
2020,47,2525,25.0
2023,9,132,1.0
2019,31,1512,15.0
2022,5,424,4.0
2019,50,1653,16.0
2019,37,1834,18.0
2023,39,1234,12.0
2021,5,2431,24.0
2022,4,133,1.0
2020,11,2515,25.0
2022,18,1923,19.0
2019,11,1911,19.0
2022,7,624,6.0
2021,9,822,8.0
2022,36,835,8.0
2023,5,732,7.0
2023,38,224,2.0
2021,39,333,3.0
2019,28,1613,16.0
2021,33,2525,25.0
2021,41,133,1.0
2023,10,421,4.0
2019,52,1613,16.0
2023,5,2433,24.0
2022,39,2223,22.0
2019,32,1414,14.0
2020,33,2521,25.0
2019,21,312,3.0
2021,39,733,7.0
2023,8,631,6.0
2022,28,1923,19.0
2020,18,733,7.0
2020,45,712,7.0
2023,10,812,8.0
2021,5,2411,24.0
2023,37,925,9.0
2019,23,821,8.0
2022,15,624,6.0
2023,8,1712,17.0
2019,12,332,3.0
2023,29,1823,18.0
2021,22,1013,10.0
2021,23,714,7.0
2022,39,1523,15.0
2019,41,1921,19.0
2022,26,1011,10.0
2022,9,413,6.0
2019,25,1651,16.0
2020,42,621,6.0
2020,42,1011,10.0
2020,32,935,9.0
2020,31,1112,11.0
2021,28,1412,14.0
2019,42,934,9.0
2023,5,223,2.0
2022,10,121,1.0
2022,39,522,5.0
2023,18,1013,10.0
2023,13,714,7.0
2021,28,1433,14.0
2023,18,1732,17.0
2019,38,2423,24.0
2021,33,211,2.0
2019,48,1652,16.0
2022,1,1131,11.0
2021,7,921,9.0
2021,36,631,6.0
2021,50,1653,16.0
2019,28,1432,14.0
2022,40,1213,12.0
2021,31,1022,10.0
2022,4,234,2.0
2021,19,2013,20.0
2023,19,714,7.0
2019,3,533,5.0
2019,7,1121,11.0
2019,1,1014,10.0
2023,31,313,3.0
2019,32,1733,17.0
2019,14,235,2.0
2022,34,1221,12.0
2020,51,613,6.0
2019,12,1633,16.0
2023,37,1123,11.0
2020,38,1113,11.0
2020,53,1622,16.0
2021,21,2515,25.0
2022,38,2535,25.0
2020,46,2024,20.0
2021,10,2515,25.0
2021,5,1834,18.0
2023,28,1512,15.0
2021,49,1135,11.0
2023,33,235,2.0
2022,38,523,5.0
2021,6,911,9.0
2023,8,1032,10.0
2023,11,832,8.0
2023,40,2221,22.0
2019,38,1611,16.0
2023,20,2533,25.0
2023,33,715,7.0
2020,30,732,7.0
2021,12,214,2.0
2020,12,1221,12.0
2021,19,1822,18.0
2020,45,612,6.0
2022,12,1811,18.0
2023,3,1215,12.0
2021,2,524,5.0
2023,32,1122,11.0
2021,30,532,5.0
2021,23,1421,14.0
2019,11,1225,12.0
2022,36,2511,25.0
2021,19,2422,24.0
2023,24,1522,15.0
2019,39,1533,15.0
2022,29,722,7.0
2019,37,1215,12.0
2022,42,2525,25.0
2020,28,715,7.0
2020,39,1012,10.0
2021,27,312,3.0
2021,39,1532,15.0
2019,9,2523,25.0
2019,18,411,4.0
2023,38,122,1.0
2023,44,1925,19.0
2022,2,633,6.0
2021,52,2511,25.0
2021,45,1934,19.0
2020,49,1024,10.0
2021,30,634,6.0
2022,6,2513,25.0
2019,19,2534,25.0
2023,35,1723,17.0
2021,3,812,8.0
2022,2,121,1.0
2019,37,632,6.0
2020,49,923,9.0
2020,37,914,9.0
2020,29,1512,15.0
2020,21,434,4.0
2022,1,2221,22.0
2020,1,1222,12.0
2019,17,1832,18.0
2020,15,431,4.0
2022,38,1613,16.0
2023,12,1131,11.0
2019,5,223,2.0
2021,20,914,9.0
2020,39,322,3.0
2020,14,1134,11.0
2023,28,513,5.0
2019,2,1123,11.0
2020,28,2515,25.0
2019,7,1431,14.0
2020,23,1733,17.0
2021,50,121,1.0
2023,31,1122,11.0
2022,49,624,6.0
2023,12,1822,18.0
2022,26,1613,16.0
2020,38,921,9.0
2022,2,924,9.0
2019,45,1434,14.0
2021,17,1131,11.0
2023,32,2512,25.0
2022,35,2031,20.0
2020,7,2535,25.0
2022,52,1621,16.0
2019,26,2234,22.0
2021,39,2511,25.0
2021,20,1132,11.0
2022,49,113,1.0
2021,2,1712,17.0
2019,5,433,4.0
2022,33,2413,24.0
2023,13,2223,22.0
2019,47,1433,14.0
2020,26,1833,18.0
2023,11,1434,14.0
2021,44,1933,19.0
2020,33,2515,25.0
2021,5,2234,22.0
2023,4,1712,17.0
2020,20,1113,11.0
2023,26,1122,11.0
2021,17,223,2.0
2020,31,123,1.0
2021,13,1232,12.0
2019,36,834,8.0
2023,25,833,8.0
2020,10,2211,22.0
2021,41,1654,16.0
2020,36,621,6.0
2021,44,1932,19.0
2023,17,1124,11.0
2023,2,113,1.0
2023,24,1724,17.0
2019,48,1621,16.0
2020,38,324,3.0
2021,25,2411,24.0
2022,9,1822,18.0
2019,6,1031,10.0
2019,13,1533,15.0
2022,43,232,2.0
2019,15,933,9.0
2023,41,634,6.0
2021,31,2211,22.0
2022,2,1614,16.0
2023,20,1023,10.0
2020,29,532,5.0
2022,46,2032,20.0
2022,44,1014,10.0
2021,46,1812,18.0
2022,37,223,2.0
2021,19,2234,22.0
2020,38,2013,20.0
2023,19,1122,11.0
2021,46,1733,17.0
2020,44,212,2.0
2020,4,1934,19.0
2019,24,831,8.0
2020,41,2422,24.0
2019,12,213,2.0
2022,42,925,9.0
2023,39,934,9.0
2021,42,922,9.0
2021,52,2412,24.0
2020,7,735,7.0
2021,53,831,8.0
2023,11,622,6.0
2022,47,2213,22.0
2022,46,2233,22.0
2022,37,2423,24.0
2019,28,1651,16.0
2022,2,1032,10.0
2019,48,111,1.0
2020,43,925,9.0
2019,38,1732,17.0
2022,41,2024,20.0
2022,14,2512,25.0
2021,48,1231,12.0
2019,4,334,3.0
2021,13,524,5.0
2023,36,113,1.0
2020,51,1713,17.0
2020,48,2213,22.0
2023,4,114,1.0
2023,28,2422,24.0
2019,26,1014,10.0
2019,36,833,8.0
2022,33,621,6.0
2022,7,2423,24.0
2021,9,1913,19.0
2023,1,224,2.0
2020,6,623,6.0
2019,19,2412,24.0
2019,9,221,2.0
2021,10,1824,18.0
2022,4,233,2.0
2020,17,912,9.0
2023,20,1813,18.0
2019,16,2431,24.0
2022,35,915,9.0
2023,4,732,7.0
2023,43,2031,20.0
2023,1,1622,16.0
2021,36,725,7.0
2022,28,2412,24.0
2022,25,831,8.0
2021,19,614,6.0
2022,30,1022,10.0
2022,10,1031,10.0
2019,8,2424,24.0
2021,12,235,2.0
2022,22,1832,18.0
2020,14,512,5.0
2019,14,723,7.0
2022,24,1922,19.0
2023,4,1235,12.0
2019,13,1923,19.0
2022,39,831,8.0
2021,24,522,5.0
2023,37,1651,16.0
2021,16,821,8.0
2021,20,1524,15.0
2023,16,1123,11.0
2020,5,2422,24.0
2022,44,1914,19.0
2022,35,1722,17.0
2020,8,912,9.0
2019,7,631,6.0
2021,26,623,6.0
2020,8,1633,16.0
2019,23,432,4.0
2021,35,913,9.0
2022,17,311,3.0
2020,22,624,6.0
2022,12,921,9.0
2021,19,211,2.0
2023,44,1511,15.0
2021,4,533,5.0
2021,38,223,2.0
2019,9,323,3.0
2022,20,1934,19.0
2022,48,132,1.0
2019,3,235,2.0
2022,19,1922,19.0
2019,33,1133,11.0
2019,38,221,2.0
2019,25,1632,16.0
2020,43,1523,15.0
2021,13,932,9.0
2021,3,911,9.0
2020,53,1925,19.0
2019,35,1922,19.0
2021,39,812,8.0
2019,50,334,3.0
2021,48,734,7.0
2021,50,1135,11.0
2020,34,1414,14.0
2020,32,225,2.0
2019,36,622,6.0
2020,12,2424,24.0
2022,52,1652,16.0
2022,49,621,6.0
2020,51,2423,24.0
2019,25,1655,16.0
2023,13,2433,24.0
2023,33,1634,16.0
2022,45,2515,25.0
2020,11,1121,11.0
2021,15,1134,11.0
2022,1,2531,25.0
2021,44,2012,20.0
2023,45,1031,10.0
2019,20,1033,10.0
2022,12,513,5.0
2022,25,132,1.0
2021,17,1413,14.0
2019,46,1533,15.0
2019,14,1125,11.0
2019,6,235,2.0
2019,47,513,5.0
2022,16,623,6.0
2019,11,234,2.0
2019,28,1232,12.0
2021,49,824,8.0
2021,50,624,6.0
2019,6,834,8.0
2023,8,2535,25.0
2021,27,1432,14.0
2019,42,1225,12.0
2019,16,812,8.0
2019,50,2024,20.0
2019,20,533,5.0
2023,1,724,7.0
2019,31,422,4.0
2019,33,1135,11.0
2019,48,133,1.0
2020,17,414,4.0
2021,37,2022,20.0
2022,5,1423,14.0
2021,19,414,4.0
2022,15,2212,22.0
2023,12,2221,22.0
2023,27,1511,15.0
2020,46,1533,15.0
2022,18,2031,20.0
2020,36,311,3.0
2023,31,1234,12.0
2022,1,1632,16.0
2020,48,1423,14.0
2019,13,1814,18.0
2020,42,2023,20.0
2021,17,332,3.0
2021,39,2413,24.0
2022,49,1131,11.0
2019,22,931,9.0
2021,19,1931,19.0
2023,11,1532,15.0
2019,2,2033,20.0
2023,28,1214,12.0
2021,24,821,8.0
2019,25,1211,12.0
2021,11,1232,12.0
2020,15,311,3.0
2022,47,412,4.0
2023,23,512,5.0
2020,22,2012,20.0
2022,44,421,4.0
2021,33,1932,19.0
2023,1,412,4.0
2019,43,724,7.0
2021,42,925,9.0
2022,7,1821,18.0
2019,46,235,2.0
2021,29,423,4.0
2019,2,712,7.0
2023,12,2234,22.0
2020,20,713,7.0
2022,18,1814,18.0
2021,28,2213,22.0
2022,15,1931,19.0
2021,3,1724,17.0
2021,15,523,5.0
2019,23,925,9.0
2019,2,511,5.0
2022,27,715,7.0
2021,50,2424,24.0
2021,39,532,5.0
2019,8,1123,11.0
2023,36,2513,25.0
2022,42,1634,16.0
2023,3,523,5.0
2023,37,131,1.0
2019,31,1614,16.0
2022,38,1233,12.0
2023,44,633,6.0
2019,25,833,8.0
2023,38,2022,20.0
2023,32,2011,20.0
2020,17,1724,17.0
2019,26,2524,25.0
2022,15,533,5.0
2022,37,424,4.0
2023,41,1121,11.0
2022,2,914,9.0
2020,47,1135,11.0
2023,10,633,6.0
2022,42,512,5.0
2022,4,2032,20.0
2022,19,1824,18.0
2020,2,1511,15.0
2020,46,1932,19.0
2021,12,2011,20.0
2020,25,313,3.0
2019,41,1933,19.0
2023,35,1634,16.0
2021,8,213,2.0
2021,9,1224,12.0
2019,9,725,7.0
2021,39,1711,17.0
2020,35,312,3.0
2022,8,231,2.0
2019,31,724,7.0
2020,6,1214,12.0
2022,12,1434,14.0
2022,50,1132,11.0
2021,23,1651,16.0
2022,7,323,3.0
2020,26,413,4.0
2022,46,712,7.0
2019,5,423,4.0
2023,27,1533,15.0
2023,52,121,1.0
2019,9,1632,16.0
2019,14,614,6.0
2022,41,1632,16.0
2022,3,911,9.0
2022,19,122,1.0
2021,32,823,8.0
2022,32,414,4.0
2023,38,922,9.0
2022,15,1914,19.0
2023,37,1023,10.0
2020,20,121,1.0
2019,38,323,3.0
2020,50,814,8.0
2022,8,1652,16.0
2022,43,1935,19.0
2023,26,2424,24.0
2023,16,634,6.0
2023,38,1224,12.0
2021,25,2211,22.0
2020,44,835,8.0
2023,35,1414,14.0
2022,26,811,8.0
2022,10,113,1.0
2021,12,112,1.0
2019,41,2221,22.0
2022,1,1512,15.0
2023,32,431,4.0
2019,10,1834,18.0
2023,33,1213,12.0
2021,9,2523,25.0
2022,4,1655,16.0
2021,49,715,7.0
2023,41,1723,17.0
2020,48,1413,14.0
2020,15,914,9.0
2020,28,123,1.0
2019,35,2033,20.0
2021,15,832,8.0
2019,29,1121,11.0
2019,29,1824,18.0
2020,53,1234,12.0
2023,19,2022,20.0
2022,30,621,6.0
2021,15,1623,16.0
2020,25,1013,10.0
2022,22,1713,17.0
2019,32,2523,25.0
2020,6,215,2.0
2020,17,2232,22.0
2022,40,311,3.0
2021,47,2011,20.0
2021,44,931,9.0
2022,42,522,5.0
2021,24,512,5.0
2021,36,2533,25.0
2021,24,624,6.0
2021,35,2534,25.0
2019,37,821,8.0
2020,34,913,9.0
2020,39,122,1.0
2022,41,1132,11.0
2022,14,124,1.0
2021,52,113,1.0
2020,27,214,2.0
2020,2,634,6.0
2020,41,1433,14.0
2020,29,1814,18.0
2023,12,1422,14.0
2019,8,1655,16.0
2020,11,1234,12.0
2022,9,833,8.0
2023,24,1934,19.0
2022,3,2433,24.0
2020,33,1211,12.0
2020,35,731,7.0
2023,20,1631,16.0
2023,19,523,5.0
2023,42,421,4.0
2021,41,121,1.0
2020,15,114,1.0
2020,36,814,8.0
2020,31,2521,25.0
2019,13,1033,10.0
2023,42,433,4.0
2019,23,2212,22.0
2020,8,423,4.0
2023,4,712,7.0
2023,22,423,4.0
2019,29,2515,25.0
2020,18,1421,14.0
2022,42,823,8.0
2021,48,835,8.0
2019,4,1925,19.0
2022,17,2013,20.0
2021,36,331,3.0
2021,35,633,6.0
2020,4,1133,11.0
2023,2,132,1.0
2019,30,1214,12.0
2019,14,2514,25.0
2019,50,1133,11.0
2023,14,1622,16.0
2019,46,312,3.0
2023,5,1914,19.0
2022,3,532,5.0
2019,36,2515,25.0
2020,45,613,6.0
2021,8,112,1.0
2021,48,1921,19.0
2019,42,334,3.0
2023,19,1214,12.0
2020,35,2422,24.0
2020,51,2024,20.0
2020,46,524,5.0
2023,16,412,4.0
2021,9,722,7.0
2022,2,523,5.0
2020,50,835,8.0
2021,17,1724,17.0
2022,34,1422,14.0
2022,1,531,5.0
2022,2,1652,16.0
2023,38,923,9.0
2022,46,322,3.0
2019,42,123,1.0
2019,3,612,6.0
2020,53,1011,10.0
2022,21,1232,12.0
2021,5,1912,19.0
2020,18,2424,24.0
2019,51,825,8.0
2021,29,1432,14.0
2023,28,531,5.0
2023,10,1131,11.0
2022,45,2234,22.0
2021,36,114,1.0
2020,40,421,4.0
2023,52,123,1.0
2021,27,914,9.0
2022,12,431,4.0
2021,28,2032,20.0
2021,31,233,2.0
2021,2,1634,16.0
2020,16,1654,16.0
2020,1,1414,14.0
2021,1,1411,14.0
2019,51,1221,12.0
2020,15,223,2.0
2023,34,2523,25.0
2022,29,1921,19.0
2020,14,222,2.0
2022,4,922,9.0
2022,12,2523,25.0
2023,34,1724,17.0
2022,5,1611,16.0
2019,44,432,4.0
2020,40,2513,25.0
2023,31,731,7.0
2019,43,2525,25.0
2023,38,921,9.0
2023,33,2533,25.0
2022,7,1824,18.0
2023,32,2511,25.0
2023,24,1434,14.0
2020,12,711,7.0
2020,21,1212,12.0
2021,6,2411,24.0
2020,18,2033,20.0
2023,52,932,9.0
2021,26,1014,10.0
2022,50,1933,19.0
2020,43,313,3.0
2019,7,623,6.0
2019,31,2212,22.0
2023,33,1421,14.0
2023,39,1612,16.0
2023,28,714,7.0
2020,22,1013,10.0
2022,39,1654,16.0
2019,13,2031,20.0
2022,26,1124,11.0
2020,19,1414,14.0
2022,41,931,9.0
2019,8,1533,15.0
2020,1,834,8.0
2022,28,1213,12.0
2019,23,122,1.0
2022,21,132,1.0
2022,16,1125,11.0
2022,47,532,5.0
2022,8,2012,20.0
2019,20,1131,11.0
2022,3,1134,11.0
2021,30,914,9.0
2022,33,1823,18.0
2022,3,2521,25.0
2019,42,2221,22.0
2020,1,732,7.0
2019,33,2013,20.0
2021,39,432,4.0
2019,22,712,7.0
2020,36,533,5.0
2021,10,1034,10.0
2021,53,111,1.0
2023,44,2533,25.0
2020,52,1634,16.0
2023,40,412,4.0
2020,16,413,4.0
2022,11,1424,14.0
2023,40,531,5.0
2021,14,1024,10.0
2023,5,831,8.0
2019,48,2511,25.0
2020,41,1131,11.0
2021,44,1811,18.0
2020,47,1223,12.0
2019,2,1421,14.0
2019,35,631,6.0
2021,37,215,2.0
2019,8,1632,16.0
2019,25,932,9.0
2020,33,1934,19.0
2022,41,1931,19.0
2019,39,732,7.0
2022,6,1654,16.0
2019,23,232,2.0
2020,45,1831,18.0
2021,18,2222,22.0
2022,29,132,1.0
2022,27,1121,11.0
2021,45,2411,24.0
2021,46,2033,20.0
2021,44,722,7.0
2023,41,1651,16.0
2023,37,411,4.0
2023,3,2522,25.0
2020,13,1122,11.0
2020,49,2512,25.0
2021,38,311,3.0
2021,19,424,4.0
2019,19,1522,15.0
2022,39,2521,25.0
2022,1,811,8.0
2021,10,913,9.0
2022,21,1733,17.0
2021,5,2524,25.0
2023,10,1234,12.0
2021,2,2511,25.0
2020,34,811,8.0
2023,2,1922,19.0
2021,34,1811,18.0
2022,11,1922,19.0
2022,36,324,3.0
2023,12,1724,17.0
2020,2,121,1.0
2020,31,411,4.0
2019,36,235,2.0
2019,41,221,2.0
2021,5,1624,16.0
2021,32,911,9.0
2019,31,1215,12.0
2019,18,934,9.0
2022,50,1623,16.0
2019,20,1733,17.0
2019,33,511,5.0
2022,23,223,2.0
2019,27,123,1.0
2022,38,1232,12.0
2022,35,1021,10.0
2019,22,831,8.0
2019,24,1031,10.0
2021,13,224,2.0
2022,12,912,9.0
2020,16,1631,16.0
2019,6,1614,16.0
2021,11,612,6.0
2022,31,1434,14.0
2019,14,711,7.0
2019,26,1523,15.0
2019,42,513,5.0
2022,48,124,1.0
2023,11,1934,19.0
2020,37,1925,19.0
2023,15,2213,22.0
2019,36,1413,14.0
2019,23,2424,24.0
2020,22,2011,20.0
2023,36,111,1.0
2022,12,1922,19.0
2021,33,725,7.0
2023,9,932,9.0
2019,50,431,4.0
2021,43,2023,20.0
2019,10,232,2.0
2023,33,911,9.0
2022,24,612,6.0
2022,36,1212,12.0
2021,17,1832,18.0
2021,13,1431,14.0
2019,26,2413,24.0
2020,6,1924,19.0
2021,8,132,1.0
2021,50,511,5.0
2020,40,1914,19.0
2021,21,623,6.0
2022,33,2032,20.0
2023,22,923,9.0
2020,7,2512,25.0
2019,9,1411,14.0
2020,5,121,1.0
2023,29,2411,24.0
2019,25,324,3.0
2022,23,122,1.0
2021,4,231,2.0
2021,7,1533,15.0
2021,20,413,4.0
2022,22,433,4.0
2019,40,1651,16.0
2019,13,121,1.0
2021,27,1134,11.0
2022,28,922,9.0
2023,17,1112,11.0
2023,5,1824,18.0
2022,52,825,8.0
2021,44,624,6.0
2023,2,1234,12.0
2019,47,1422,14.0
2019,42,611,6.0
2022,35,312,3.0
2021,46,1722,17.0
2020,41,1651,16.0
2020,17,333,3.0
2022,24,834,8.0
2021,40,1523,15.0
2021,53,1011,10.0
2020,12,2023,20.0
2021,17,1513,15.0
2019,4,1523,15.0
2019,43,2011,20.0
2021,1,1224,12.0
2021,40,1113,11.0
2022,45,1211,12.0
2023,5,2513,25.0
2020,53,1122,11.0
2020,20,2233,22.0
2022,17,1611,16.0
2020,32,1023,10.0
2021,48,1432,14.0
2023,4,623,6.0
2023,13,833,8.0
2019,11,1111,11.0
2019,1,2413,24.0
2019,19,1213,12.0
